downtime_id;production_order_id;tube_line_id;shift;start_date;end_date;duration_min;machine;category;description
26239;20072935;0;Nachtschicht;13.11.2024 04:42;13.11.2024 04:51;9;PM;Gruppieren;Schachtel bei Einschieber eingeklemmt, Gruppieren, und Doppeltuben Störungen.
26240;20072935;0;Frühschicht;13.11.2024 06:19;13.11.2024 06:43;24;PM;Schachtel-Transport;ER an linie..
26241;20072935;0;Frühschicht;13.11.2024 06:49;13.11.2024 07:13;24;PM;Stapeleinheit / Dornplatte;Einige stiffte(dorne) ersetzen-defekt(gebrochen),ER an linie,Info TL..
26242;20072935;0;Frühschicht;13.11.2024 07:24;13.11.2024 07:32;8;PM;Stapeleinheit / Dornplatte;D.platte 1 neu einstellen..
26243;20072935;0;Frühschicht;13.11.2024 08:07;13.11.2024 08:55;48;DM;Tuben entladen;Abführkette störung=DM neu kalibrieren + NH: rumpfzufuhr,hochgezogen ,abblas..ER an linie,Maschinist in pause..
26244;20072935;0;Frühschicht;13.11.2024 13:19;13.11.2024 13:28;9;NH;Abblasen;Abblas + hochgezogen..
26245;20072935;0;Frühschicht;13.11.2024 13:29;13.11.2024 13:35;6;NH;Tuben entladen;ER an linie..
26246;20072935;0;Frühschicht;13.11.2024 13:42;13.11.2024 14:03;21;NH;Tuben entladen;
26247;20072935;0;Spätschicht;13.11.2024 14:07;13.11.2024 15:33;86;SS;Schweissnaht/-Band;Innenband ersetzen - Rumpfspeicher leer
26248;20072935;0;Spätschicht;13.11.2024 16:06;13.11.2024 16:23;17;NH;Tuben entladen;Div. Störungen -Tuben hochgezogen, - St. 2 Stösselüberwachung & - St. 1 Laden 
26249;20072935;0;Spätschicht;13.11.2024 16:28;13.11.2024 16:36;8;NH;Tuben entladen;Tube hochgezogen 
26250;20073005;0;Spätschicht;13.11.2024 17:06;13.11.2024 17:22;16;PM;Schachtel-Transport;Zwei Trays beim Transport im Ausschieber an der oberen Position vom Lift eingeklemmt, weil ein anderes Tray dort schon eingeklemmt war. Plexiglas bem Auslauf ausbauen um dieTray's zu befreien.  
26251;20073005;0;Spätschicht;13.11.2024 17:25;13.11.2024 17:45;20;NH;Spritzen;Motor, Hydraulik und Automatikmodus von selber ausgefallen. Alles wieder einschalten und warten, bis die Temperarten wieder steigen. 
26252;20073005;0;Spätschicht;13.11.2024 18:09;13.11.2024 18:15;6;NH;Formatteile / Werkzeuge;St. 3 Stösselüberwachung 
26253;20073005;0;Spätschicht;13.11.2024 19:39;13.11.2024 19:56;17;NH;Tuben laden;Ladeprobleme - Teflon beim Rumpfzufuhr entfernen. ER an Linie
26254;20073005;0;Spätschicht;13.11.2024 20:39;13.11.2024 23:08;149;TL;Rüsten / Nachjustieren; 1h 42min Ziel 2-3 -L- - - - - - - -PackCode
26255;20073005;0;Nachtschicht;13.11.2024 23:48;13.11.2024 23:57;9;NH;Formatteile / Werkzeuge;Station 3, Stössel Überwachung. ER an der Linie.
26256;20073005;0;Nachtschicht;14.11.2024 00:33;14.11.2024 00:44;11;NH;Spritzen;T941I öltemperatur,istwert,Temperatursollwert nicht erreicht.
26257;20073005;0;Nachtschicht;14.11.2024 01:59;14.11.2024 02:10;11;NH;Spritzen;T941I öltemperatur,istwert,Temperatursollwert nicht erreicht, warten bis gut ist
26258;20073005;0;Nachtschicht;14.11.2024 02:33;14.11.2024 03:11;38;NH;Tuben laden;"Schwenkmagazin nicht in Position, Folgefehler: T941I Oeltemperatur,istwert,Temperatursollwert nicht erreicht, warten bis gut ist, 
Station 3 , Stössel-Überwachung ( mehrmals), Station 8 Störungen, Werkzeuge Reinigen. Sehr viele schmutzige Werkzeuge.  ER an der Linie.  "
26259;20073005;0;Nachtschicht;14.11.2024 03:23;14.11.2024 03:30;7;NH;Spritzen;Spritzen, Station 8 Tuben hochgezogen, Werkzeuge Reinigen. Sehr viele schmutzige Werkzeuge (Rost). ER an der Linie.
26260;20073004;0;Nachtschicht;14.11.2024 03:34;14.11.2024 03:49;15;NH;Formatteile / Werkzeuge;Station 1 Störungen, Tuben hochgezogen und Abblasen Probleme. ER an der Linie.
26261;20073004;0;Nachtschicht;14.11.2024 03:54;14.11.2024 04:05;11;NH;Formatteile / Werkzeuge;Tuben hochgezogen und Abblasen Probleme. ER an der Linie.
26262;20073004;0;Nachtschicht;14.11.2024 04:17;14.11.2024 04:23;6;NH;Formatteile / Werkzeuge;Tuben hochgezogen und Abblasen Probleme. ER an der Linie.
26263;20073004;0;Nachtschicht;14.11.2024 04:27;14.11.2024 04:33;6;NH;Formatteile / Werkzeuge;Tuben hochgezogen und Abblasen Probleme. ER an der Linie.
26264;20073004;0;Nachtschicht;14.11.2024 04:42;14.11.2024 04:49;7;NH;Formatteile / Werkzeuge;Tuben hochgezogen und Abblasen Probleme. ER an der Linie.
26265;20073004;0;Nachtschicht;14.11.2024 04:52;14.11.2024 05:13;21;NH;Formatteile / Werkzeuge;Tuben hochgezogen und Abblasen Probleme. ER an der Linie.
26266;20073004;0;Nachtschicht;14.11.2024 05:16;14.11.2024 05:36;20;NH;Formatteile / Werkzeuge;Tuben hochgezogen und Abblasen Probleme, Beide Hopper leeren. ER an der Linie.
26267;20073004;0;Frühschicht;14.11.2024 07:29;14.11.2024 08:28;59;TL;Rüsten / Nachjustieren;1h 27min Ziel 0-5 - - Drucker + Maschinist in ausbildung..
26271;20070217;1;Frühschicht;02.09.2024 13:50;02.09.2024 14:11;21;SS;Schweissnaht/-Band;Aussen und Innenband ersetzen - defekt,speicher leer..
26272;20070217;1;Spätschicht;02.09.2024 20:15;02.09.2024 20:24;9;SS;Schweissnaht/-Band;Innenband gerissen - Ersetzen - Rumpfspeicher leer.
26273;20070217;1;Nachtschicht;02.09.2024 22:50;02.09.2024 22:57;7;NH;Tuben laden;Schwenkmagazin nicht in Pos. + Störung Türe nr. 8
26274;20070217;1;Nachtschicht;03.09.2024 00:51;03.09.2024 00:57;6;SS;Laminatqualität;Nach Spleisung, SS Stopt.....
26275;20070217;1;Frühschicht;03.09.2024 08:27;03.09.2024 08:33;6;NH;Formatteile / Werkzeuge;Station 3..
26276;20070217;1;Frühschicht;03.09.2024 09:03;03.09.2024 09:27;24;SS;Schweissnaht/-Band;IB ersetzen - speicher leer..
26277;20070217;1;Frühschicht;03.09.2024 09:29;03.09.2024 12:10;161;HM;Technischer Defekt/Reparatur;"=46-U3 ( Fehler antrieb ) störung,ER an linie,Info TL..Ab 10:45 TL + Elektriker an linie..
=46-U3 motor defekt ersetzt.."
26278;20070217;1;Frühschicht;03.09.2024 13:12;03.09.2024 13:34;22;PM;Schachtel-Transport;Tray eingeklemmt + SS : Keine überlappung,speicher leer..
26279;20070217;1;Spätschicht;03.09.2024 18:31;03.09.2024 18:42;11;NH;Abblasen;Abblasprobleme
26280;20070217;1;Spätschicht;03.09.2024 18:49;03.09.2024 19:16;27;NH;Abblasen;Abblasprobleme SL & Mechaniker an Linie. Elektriker angerufen 
26281;20070217;1;Spätschicht;03.09.2024 20:13;03.09.2024 20:22;9;NH;Abblasen;Elektriker an Linie
26282;20070217;1;Nachtschicht;04.09.2024 00:48;04.09.2024 01:05;17;NH;Tuben laden;Tuben Platzen auf , überlappung nicht i.o . Hopper Links Rümpfe Entsorgen.
26283;20070217;1;Nachtschicht;04.09.2024 01:09;04.09.2024 01:15;6;NH;Tuben entladen;Tuben Platzen auf , überlappung nicht i.o . 
26284;20070217;1;Frühschicht;04.09.2024 09:46;04.09.2024 09:58;12;NH;Tuben entladen;Tuben Platzen auf , überlappung nicht i.o..TL an linie..
26285;20070217;1;Frühschicht;04.09.2024 11:26;04.09.2024 11:40;14;SS;Schweissnaht/-Band;Laminat schneide station ( Besäumungseinheit ) funktioniert nicht sauber - Material abriss,speicher leer..
26286;20070217;1;Frühschicht;04.09.2024 13:12;04.09.2024 13:47;35;SS;Schweissnaht/-Band;Innen + Aussenband ersetzen + Kalibrator verschtopft,speicher leer..Info TL..
26287;20070217;1;Spätschicht;04.09.2024 14:00;04.09.2024 14:06;6;PM;Gruppieren;PM leeren und Initialisieren 
26288;20070217;1;Spätschicht;04.09.2024 14:56;04.09.2024 15:11;15;SS;Schweissnaht/-Band;Laminat Besäumungseinheit macht Probleme + Aussenband ersetzen - Rumpfspeicher leer
26289;20070217;1;Spätschicht;04.09.2024 15:39;04.09.2024 16:22;43;SS;Formatteile;Sensor Tänzerarm einstellen. Engineering & SL an Linie
26290;20070217;1;Nachtschicht;04.09.2024 23:11;04.09.2024 23:17;6;NH;Abblasen;"Probleme mit Vetil nr. 7. ""klemmt "" ...?!"
26291;20070217;1;Nachtschicht;04.09.2024 23:26;04.09.2024 23:32;6;PM;Gruppieren;Störungen Tubeneischub . Gruppierband Pos. nicht i.o. Neu Einst. 
26292;20070217;1;Nachtschicht;04.09.2024 23:38;04.09.2024 23:52;14;PM;Gruppieren;Störungen Tubeneischub . Gruppierband Pos. nicht i.o. Neu Einst. 
26293;20070328;1;Frühschicht;05.09.2024 08:04;05.09.2024 08:21;17;SS;Schweissnaht/-Band;Innen,Aussenband + Zunge ersetzen,speicher leer..
26294;20070328;1;Frühschicht;05.09.2024 10:41;05.09.2024 10:48;7;SS;Schweissnaht/-Band;Material abriss,speicher leer..
26295;20070328;1;Frühschicht;05.09.2024 12:54;05.09.2024 16:57;243;TL;Rüsten / Nachjustieren;4h 39min Ziel 4-2 -L- -G-V-M- - - -PackCode
26296;20070328;1;Spätschicht;05.09.2024 17:02;05.09.2024 17:25;23;TL;Rüsten / Nachjustieren;Umrichten 
26297;20070328;1;Spätschicht;05.09.2024 17:37;05.09.2024 17:48;11;TL;Rüsten / Nachjustieren;Umrichten 
26298;20070328;1;Spätschicht;05.09.2024 18:35;05.09.2024 18:41;6;DM;Tuben entladen;Tube im Trommel 
26299;20070328;1;Spätschicht;05.09.2024 18:46;05.09.2024 18:56;10;NH;Abblasen;Abblasproleme 
26300;20070329;1;Nachtschicht;05.09.2024 23:03;05.09.2024 23:20;17;HM;Tuben entladen / Transport;Tubenende Verletzt. Andere Tubenabstreifer Mont.
26301;20070329;1;Nachtschicht;06.09.2024 00:51;06.09.2024 02:16;85;TL;Rüsten / Nachjustieren;2h 24min Ziel 2-2 X- - - - -M- - - -
26302;20070329;1;Spätschicht;06.09.2024 19:52;06.09.2024 20:26;34;DM;Tuben entladen;Probleme mit dem entladen. (Tube im Trommel) Nach div. Versuchungen, rausgefunden, dass eine Tube ausserhalb/hinter dem Revolver feststeckte und der Fehler jedes mahl nach dem starten erschien. (War schwer zu finden und fast garn nicht zu sehen) Diverse Einstellungen gemacht inkl. Revolver und Knochen gereinigt. LinMot Metallstange gereinigt und neu eingeschmiert. Info Druckfachstelle
26303;20070329;1;Spätschicht;06.09.2024 20:53;06.09.2024 20:59;6;NH;Formatteile / Werkzeuge;St. 3 Stösselüberwachung 
26304;20070329;1;Nachtschicht;07.09.2024 01:17;09.09.2024 11:36;3499;TL;Muster / Versuch;
26305;20070634;1;Frühschicht;09.09.2024 11:37;09.09.2024 12:05;28;TL;Muster / Versuch;
26306;20070634;1;Frühschicht;09.09.2024 12:09;09.09.2024 12:33;24;TL;Muster / Versuch;
26307;20070634;1;Frühschicht;09.09.2024 12:35;09.09.2024 13:19;44;TL;Muster / Versuch;
26308;20070634;1;Frühschicht;09.09.2024 13:34;09.09.2024 14:19;45;TL;Rüsten / Nachjustieren;32min Ziel 0-0 - - - - - - - - -
26309;20070634;1;Spätschicht;09.09.2024 14:23;09.09.2024 14:44;21;TL;Rüsten / Nachjustieren;HM Diverse Einst. und Nachjustierungen. 
26310;20070634;1;Spätschicht;09.09.2024 14:45;09.09.2024 15:33;48;TL;Rüsten / Nachjustieren;HM Diverse Einst. und Nachjustierungen. 
26311;20070634;1;Spätschicht;09.09.2024 15:37;09.09.2024 15:49;12;HM;Aufschrauben / Aufprellen;Flip Flop B C
26312;20070634;1;Spätschicht;09.09.2024 15:52;09.09.2024 16:02;10;HM;Aufschrauben / Aufprellen;Flip Flop B C
26313;20070634;1;Spätschicht;09.09.2024 16:10;09.09.2024 16:22;12;NH;Hopper / Rumpfzufuhr;Störungen Rumpfumsetzer
26314;20070634;1;Spätschicht;09.09.2024 16:55;09.09.2024 17:12;17;NH;Hopper / Rumpfzufuhr;Störungen Rumpfumsetzer
26315;20070634;1;Spätschicht;09.09.2024 17:13;09.09.2024 17:27;14;HM;Aufschrauben / Aufprellen;Flip Flop B C
26316;20070634;1;Spätschicht;09.09.2024 17:31;11.09.2024 08:32;2341;TL;Sonstiges => Kommentar machen;SS: Start Probleme, HM: Nachjustierungen, RHM: Flip-Flop 
26317;20070634;1;Frühschicht;11.09.2024 08:45;11.09.2024 09:20;35;TL;Sonstiges => Kommentar machen;SS: Start Probleme, HM: Nachjustierungen, RHM: Flip-Flop 
26318;20070634;1;Frühschicht;11.09.2024 09:33;11.09.2024 10:00;27;TL;Sonstiges => Kommentar machen;SS: Start Probleme, HM: Nachjustierungen, RHM: Flip-Flop 
26319;20070634;1;Frühschicht;11.09.2024 10:06;11.09.2024 10:46;40;TL;Sonstiges => Kommentar machen;SS: Start Probleme, HM: Nachjustierungen, RHM: Flip-Flop 
26320;20070634;1;Frühschicht;11.09.2024 10:49;11.09.2024 11:33;44;TL;Sonstiges => Kommentar machen;SS: Start Probleme, HM: Nachjustierungen, RHM: Flip-Flop 
26321;20070634;1;Frühschicht;11.09.2024 11:43;11.09.2024 14:35;172;TL;Sonstiges => Kommentar machen;Linie Starten ( HM: Nachjustirungen/ Ivan. )
26322;20070634;1;Spätschicht;11.09.2024 14:39;11.09.2024 14:46;7;TL;Sonstiges => Kommentar machen;Linie Starten ( HM: Nachjustirungen/ Ivan. )
26323;20070634;1;Spätschicht;11.09.2024 15:04;11.09.2024 15:27;23;TL;Sonstiges => Kommentar machen;SS: Start Probleme, Diverses.  Infos = Maschinist oder Florian/Suport.
26324;20070634;1;Spätschicht;11.09.2024 15:52;11.09.2024 15:59;7;HM;Hopper / Verschlusszufuhr;Flip - Flop B , Verschluss klemmt.
26325;20070634;1;Spätschicht;11.09.2024 17:12;11.09.2024 17:21;9;TL;Sonstiges => Kommentar machen;Abbrechen Gem. TL.
26326;20070634;1;Spätschicht;11.09.2024 17:24;12.09.2024 10:04;1000;TL;Sonstiges => Kommentar machen;SS: Start Probleme, HM: Nachjustierungen, RHM: Flip-Flop 
26327;20070634;1;Frühschicht;12.09.2024 10:06;12.09.2024 10:17;11;TL;Sonstiges => Kommentar machen;Linie Starten!
26328;20070634;1;Frühschicht;12.09.2024 12:23;12.09.2024 12:36;13;HM;Aufschrauben / Aufprellen;Problem mit Verschluss aufschrauben , Ivan an Linie.
26329;20070634;1;Spätschicht;12.09.2024 17:32;12.09.2024 17:38;6;NH;Tuben laden;Ladestörung
26330;20070634;1;Spätschicht;12.09.2024 18:22;23.09.2024 13:51;15569;TL;Kein Auftrag;TL 101 in Betrieb
26331;20070892;1;Frühschicht;23.09.2024 13:54;23.09.2024 14:13;19;TL;Rüsten / Nachjustieren;PM..
26332;20070892;1;Spätschicht;23.09.2024 14:16;23.09.2024 14:31;15;SS;Kratzer (innen/aussen);Druckstelle im Rumpf von aussen sichtbar. Engineering an Linie / Info SL
26333;20070892;1;Spätschicht;23.09.2024 14:37;23.09.2024 14:47;10;SS;Kratzer (innen/aussen);Druckstelle im Rumpf von aussen sichtbar. - Engineering an Linie / Info SL
26334;20070892;1;Spätschicht;23.09.2024 14:48;23.09.2024 14:55;7;SS;Kratzer (innen/aussen);Druckstelle im Rumpf von aussen sichtbar. Engineering an Linie / Info SL
26335;20070892;1;Spätschicht;23.09.2024 15:03;23.09.2024 17:19;136;SS;Kratzer (innen/aussen);Druckstelle im Rumpf von aussen sichtbar. Gemäss QS nicht tolerierbar. Tuben zurückverfolgt und Liquidiert / Ummantelungskopf ersetzen - Engineering an Linie / Info SL 
26336;20070892;1;Spätschicht;23.09.2024 17:46;23.09.2024 17:53;7;HM;Hopper / Verschlusszufuhr;Station A
26337;20070892;1;Spätschicht;23.09.2024 19:25;23.09.2024 19:35;10;HM;Verschlussposition Kamera (Pos 6);Kameras einstellen - ER an Linie
26338;20070892;1;Spätschicht;23.09.2024 20:08;23.09.2024 20:17;9;SS;Kratzer (innen/aussen);Ablagerungen auf Dornwulst und Schleppstopfen (Evtl. Rückstände von Besäumung). Alles reinigen und neu starten. Info SL 
26339;20070892;1;Spätschicht;23.09.2024 21:30;23.09.2024 21:48;18;NH;Spritzen;Kopfhaftung nicht i.O. ER & SL an Linie
26340;20070892;1;Spätschicht;23.09.2024 21:51;23.09.2024 22:56;65;NH;Spritzen;Kopfhaftung nicht i.O. ER & SL an Linie. Linie leeren 
26341;20070892;1;Nachtschicht;23.09.2024 23:40;23.09.2024 23:50;10;PM;Gruppieren;Gruppierband nicht pos.  PM: Referenzieren.
26342;20070892;1;Nachtschicht;24.09.2024 02:08;24.09.2024 02:17;9;HM;Lochöffnung Kamera (Pos 2);Kamera= B und C, macht viel Ausschuss . Nachjustieren
26343;20070892;1;Nachtschicht;24.09.2024 04:29;24.09.2024 04:35;6;PM;Schachtel-Transport;Tray Eingeklemmt bei entladen .
26344;20070892;1;Frühschicht;24.09.2024 06:23;24.09.2024 06:31;8;HM;Hopper / Verschlusszufuhr;Verschluss  eingeklemmt + verkehert..
26345;20070893;1;Frühschicht;24.09.2024 11:29;24.09.2024 16:29;300;TL;Rüsten / Nachjustieren;PFPE 13.5 068.0 0.30 K-060A000011 4h 39min Ziel 2-4 X-L- -G-V-M- - - -PackCode + TL  Reinigung vor Pharmaproduktion..
26346;20070893;1;Spätschicht;24.09.2024 16:33;24.09.2024 16:51;18;TL;Rüsten / Nachjustieren;Umrichten
26347;20070893;1;Spätschicht;24.09.2024 17:11;24.09.2024 17:19;8;PM;Gruppieren;Gruppieren einstellen - ER an Linie 
26348;20070893;1;Spätschicht;24.09.2024 19:35;24.09.2024 19:53;18;SS;Schweissnaht/-Band;- Innenband ersetzen - Abdruck am Rumpf - Rumpfspeicher leer - SL an Linie
26349;20070893;1;Spätschicht;24.09.2024 20:48;24.09.2024 20:59;11;SS;Rumpfschneiden;Eddycheck funktioniert nicht richtig 
26350;20070893;1;Spätschicht;24.09.2024 21:04;24.09.2024 21:52;48;SS;Rumpfschneiden;Eddycheck nicht in Ordnung - Immerwieder Ausschuss - SL an Linie
26351;20070893;1;Nachtschicht;24.09.2024 22:03;24.09.2024 22:11;8;TL;Sonstiges => Kommentar machen;Speicher Leer.
26352;20070893;1;Nachtschicht;24.09.2024 22:26;24.09.2024 23:00;34;SS;Rumpfschneiden;Eddycheck nicht in Ordnung - Immerwieder Ausschuss .
26353;20070893;1;Nachtschicht;24.09.2024 23:06;24.09.2024 23:14;8;NH;Hopper / Rumpfzufuhr;Störung Schwenkmagazin.
26354;20070893;1;Nachtschicht;25.09.2024 00:36;25.09.2024 00:48;12;NH;Spritzen;Kein Matrial , Granuladförderer war Ausgeschaltet.....
26355;20070893;1;Nachtschicht;25.09.2024 02:36;25.09.2024 02:43;7;DM;Druck;Klische + GT Reinigen
26356;20070893;1;Nachtschicht;25.09.2024 03:13;25.09.2024 03:20;7;NH;Tuben laden;Störung Schwenkmagazin.
26357;20070893;1;Nachtschicht;25.09.2024 05:19;25.09.2024 05:26;7;NH;Tuben entladen;Störung Schwenkmagazin.
26358;20070893;1;Frühschicht;25.09.2024 06:47;25.09.2024 06:55;8;NH;Tuben laden;Störung Schwenkmagazin + PM:G.Band geschwindigkeit probleme,Info TL..(HM takt auf 275 reduziert)..
26359;20070893;1;Frühschicht;25.09.2024 08:35;25.09.2024 08:41;6;NH;Hopper / Rumpfzufuhr; R.zufuhr-Linearföderer probleme..
26360;20070893;1;Frühschicht;25.09.2024 08:54;25.09.2024 09:05;11;NH;Hopper / Rumpfzufuhr;E.Fritz an linie..
26361;20070893;1;Frühschicht;25.09.2024 09:23;25.09.2024 10:00;37;NH;Hopper / Rumpfzufuhr;Übergangplatte (Linearförderer zu Umsetzer) mit Teflon überkleben,E.Fritz an linie + SS: Tänzerarm probleme,Berger P. an linie..
26362;20070893;1;Frühschicht;25.09.2024 10:13;25.09.2024 10:27;14;NH;Hopper / Rumpfzufuhr;E.Fritz + Elektriker an linie..
26363;20070893;1;Frühschicht;25.09.2024 10:49;25.09.2024 10:55;6;NH;Tuben entladen;Überlappung probleme,tuben platzen abblas station,ER an linie..
26364;20070893;1;Frühschicht;25.09.2024 12:12;25.09.2024 12:34;22;SS;Schweissnaht/-Band;Tänzerarm probleme=IB + Aussenband verbrannt,speicher leer,Florian an linie,TL ist informiert..
26365;20070893;1;Frühschicht;25.09.2024 13:06;25.09.2024 13:12;6;NH;Hopper / Rumpfzufuhr;R.zufuhr=schwenkmagazin probleme..
26366;20070893;1;Frühschicht;25.09.2024 13:16;25.09.2024 13:29;13;NH;Tuben laden;Schwenkmagazin nicht in position..
26367;20070893;1;Spätschicht;25.09.2024 14:43;25.09.2024 14:55;12;NH;Tuben laden;Ladestörungen 
26368;20070893;1;Spätschicht;25.09.2024 15:36;25.09.2024 15:55;19;SS;Schweissnaht/-Band;Innenband ersetzen - Startprobleme - Rumpfspeicher leer
26369;20070893;1;Spätschicht;25.09.2024 16:01;25.09.2024 16:15;14;NH;Tuben laden;Div. Ladestörungen - Rumpf im Linearförder fest geklemmt - St. 1 Fotozelle nicht frei - Schwenkmagazin & Werkzeuge auf Position aus und ein fahren. NH leerfahren, dann wieder laden und Produzieren.
26370;20070893;1;Spätschicht;25.09.2024 16:18;25.09.2024 16:28;10;NH;Tuben laden;Diverse Ladeprobleme - Linearförder & Umsetzer
26371;20070893;1;Spätschicht;25.09.2024 17:25;25.09.2024 17:45;20;NH;Tuben laden;Schwenkmagazin nicht in Position & Div. Ladestörungen. - Er an Linie
26372;20070893;1;Spätschicht;25.09.2024 17:59;25.09.2024 18:09;10;NH;Tuben laden;Schnwenkmagazin nicht in Position 
26373;20070893;1;Spätschicht;25.09.2024 20:37;25.09.2024 20:50;13;DM;Druck;Druckmaschine gestoppt durch den Fehler: Druckwerkantrieb Kommunication PROFIBUS DP =05 -U3. Hauptschalter AUS/EIN. ER an Linie
26374;20070893;1;Nachtschicht;25.09.2024 22:05;25.09.2024 22:13;8;NH;Tuben laden;Ladeprobleme - Linearförder & Umsetzer
26375;20070893;1;Nachtschicht;25.09.2024 22:48;25.09.2024 22:54;6;NH;Tuben laden;Ladeprobleme - Linearförder & Umsetzer
26376;20070893;1;Nachtschicht;26.09.2024 00:08;26.09.2024 00:15;7;NH;Tuben laden;Ladeprobleme - Linearförder & Umsetzer
26377;20070893;1;Nachtschicht;26.09.2024 00:40;26.09.2024 01:02;22;NH;Tuben laden;Ladeprobleme - Linearförder & Umsetzer
26378;20070893;1;Nachtschicht;26.09.2024 01:52;26.09.2024 01:58;6;SS;Ummantelung/Extruden;Ummantelungsvakum nicht i.o . = Speicher leeren.
26379;20070893;1;Nachtschicht;26.09.2024 02:08;26.09.2024 02:31;23;SS;Ummantelung/Extruden;Ummantelungsvakum nicht i.o . = Speicher leeren.
26380;20070893;1;Frühschicht;26.09.2024 06:21;26.09.2024 06:29;8;NH;Tuben laden;Ladeprobleme - Linearförder & Umsetzer + Schwenkmagazin..
26381;20070893;1;Frühschicht;26.09.2024 08:11;26.09.2024 08:40;29;SS;Schweissnaht/-Band;IB + Aussenband defekt-ersetzen,speicher leer..
26382;20070893;1;Frühschicht;26.09.2024 08:44;26.09.2024 09:18;34;NH;Spritzen;Düsse probleme +( AbblasVentil 4 defekt-ersetzen),ER an linie,Maschinist in pause,E.Fritz an linie NH lade probleme..
26383;20070893;1;Frühschicht;26.09.2024 09:48;26.09.2024 09:55;7;NH;Formatteile / Werkzeuge;Block 8 = Kernstück + Ventil ersetzen,spritzen + abblas probleme..
26384;20070893;1;Frühschicht;26.09.2024 10:01;26.09.2024 10:11;10;TL;Rüsten / Nachjustieren;SS : Tänzerarm probleme + NH :Schwenkmagazin nicht in position,Info TL..
26385;20070893;1;Frühschicht;26.09.2024 10:14;26.09.2024 10:21;7;NH;Tuben laden;Schwenkmagazin nicht in position..
26386;20070893;1;Frühschicht;26.09.2024 10:29;26.09.2024 11:53;84;SS;Formatteile;Tänzerarm probleme,SS starten nicht möglich,Info TL,Florian an linie,speicher leer..Hauptschalter aus-ein,Laminat schneide station messer ersetzen neu einstellen..
26387;20070893;1;Spätschicht;26.09.2024 15:23;26.09.2024 15:29;6;DM;Druck;Gummitücher ersetzen und Cliches reinigen 
26388;20070893;1;Spätschicht;26.09.2024 15:54;26.09.2024 16:13;19;SS;Formatteile;Tänzerarm macht probleme - Florian an Linie - Rumpfspeicher leer - Info SL
26389;20070893;1;Spätschicht;26.09.2024 16:48;26.09.2024 17:28;40;SS;Formatteile;Tänzerarm Probleme - Florian an Linie - Info SL 
26390;20070893;1;Nachtschicht;26.09.2024 22:04;26.09.2024 22:32;28;NH;Tuben laden;Schwenkmagazin nicht Pos. Fehler kann nicht Resetet werden , Hauptschalter aus / ein .
26391;20070893;1;Nachtschicht;26.09.2024 23:49;26.09.2024 23:57;8;NH;Tuben laden;Ladeprobleme - Linearförder & Umsetzer
26392;20070893;1;Nachtschicht;27.09.2024 00:16;27.09.2024 00:22;6;NH;Tuben laden;Schwenkmagazin nicht Pos. 
26393;20070893;1;Frühschicht;27.09.2024 09:29;27.09.2024 10:45;76;TL;Geplante Wartung;Kleine Service..
26394;20070893;1;Frühschicht;27.09.2024 12:31;27.09.2024 12:38;7;SS;Schweissnaht/-Band;Aussenband ersetzen -defekt,speicher leer..
26395;20070893;1;Frühschicht;27.09.2024 13:52;27.09.2024 14:03;11;NH;Formatteile / Werkzeuge;Während der lauf fehler - Werkzeug nicht eingefahren,ER an linie..
26396;20070893;1;Spätschicht;27.09.2024 16:28;27.09.2024 16:35;7;NH;Tuben laden;Schwenkmagazin nicht in Position & Rumpf in Linearförder eingeklemmt 5-Fach stau 
26397;20070893;1;Spätschicht;27.09.2024 18:15;27.09.2024 18:29;14;NH;Tuben entladen;Tuben mit wenig Überlappung. (Maschinist war in Pause)
26398;20070893;1;Spätschicht;27.09.2024 18:32;27.09.2024 18:59;27;SS;Schweissnaht/-Band;Zunge ersetzt und Grundeinstellung gemacht
26399;20070893;1;Spätschicht;27.09.2024 19:05;27.09.2024 19:46;41;NH;Tuben laden;Roboter stehen geblieben. ER & SL an Linie
26400;20070893;1;Spätschicht;27.09.2024 20:21;27.09.2024 20:29;8;PM;Stapeleinheit / Dornplatte;Positionen verloren - Maschine neu Initialisieren 
26401;20070893;1;Nachtschicht;28.09.2024 01:33;28.09.2024 01:40;7;NH;Tuben laden;Störung Rumpfumsetzer/Schwenkmagazin
26402;20070893;1;Nachtschicht;28.09.2024 02:46;28.09.2024 03:01;15;NH;Tuben laden;Störung Rumpfumsetzer/Schwenkmagazin. + Störung Station 3 .
26403;20070893;1;Nachtschicht;28.09.2024 04:06;28.09.2024 04:19;13;NH;Tuben laden;Störung Rumpfumsetzer/Schwenkmagazin ( 3 mal,.......)
26404;20070893;1;Nachtschicht;28.09.2024 05:11;28.09.2024 05:17;6;NH;Tuben laden;Störung Rumpfumsetzer/Schwenkmagazin
26405;20070893;1;Frühschicht;28.09.2024 07:43;28.09.2024 08:00;17;SS;Schweissnaht/-Band;Innen, Aussenband +Zunge,ersetzen-defekt,speicher leer..
26406;20070893;1;Frühschicht;28.09.2024 10:23;28.09.2024 10:36;13;NH;Formatteile / Werkzeuge;Schwenkmagazin nicht in position,Linearförder probleme..
26407;20070893;1;Frühschicht;28.09.2024 13:21;01.10.2024 21:47;4826;TL;Geplante Wartung;Linie abstellen,W.Ende..
26408;20070893;1;Spätschicht;01.10.2024 21:52;02.10.2024 03:15;323;TL;Sonstiges => Kommentar machen;Infos TL.
